 Iso   Z  E(gamma)   DE     Sigma    DSigma      T1/2     T1/2(s)  dT1/2(s)  mode
188RE 75   486.087   .011  3.73E-02  6.00E-04   17.005 H  6.12E+04  1.44E+01 B-
188RE 75  1802.040   .040  1.72E-02  1.90E-04   17.005 H  6.12E+04  1.44E+01 B-
188RE 75  1956.960   .170  7.08E-03  9.00E-05   17.005 H  6.12E+04  1.44E+01 B-
188RE 75  1331.950   .070  8.20E-04  1.00E-04   17.005 H  6.12E+04  1.44E+01 B-
188RE 75  1809.540   .300  1.90E-04  5.00E-05   17.005 H  6.12E+04  1.44E+01 B-
188RE 75   557.710   .100  4.49E-04  2.40E-05   17.005 H  6.12E+04  1.44E+01 B-
188RE 75  1864.910   .250  2.37E-03  2.40E-05   17.005 H  6.12E+04  1.44E+01 B-
188RE 75  1867.200   .220  2.20E-04  4.00E-05   17.005 H  6.12E+04  1.44E+01 B-
188RE 75  2022.530   .160  7.19E-04  1.40E-05   17.005 H  6.12E+04  1.44E+01 B-
188RE 75    63.582   .002  2.79E-01  1.30E-02     18.6 M  1.12E+03  6.00E+00 IT
188RE 75    92.464   .002  6.60E-02  3.00E-03     18.6 M  1.12E+03  6.00E+00 IT
188RE 75   156.046   .003  8.00E-03  3.00E-03     18.6 M  1.12E+03  6.00E+00 IT
188RE 75   105.862   .002  1.40E-01  7.00E-03     18.6 M  1.12E+03  6.00E+00 IT
188RE 75   169.444   .003  1.30E-03  7.00E-04     18.6 M  1.12E+03  6.00E+00 IT
191OS 76    74.380   .010  3.20E-03  3.00E-04    13.10 H  4.72E+04  1.80E+02 IT
193OS 76    73.040   .012  3.50E-02  5.00E-03    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   138.920   .030  4.67E-02  2.21E-03    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   107.008   .012  7.00E-03  4.01E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   180.030   .030  1.99E-03  2.20E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   219.130   .050  3.03E-03  2.20E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   219.000   .000  9.50E-05  2.20E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   357.700   .200  1.10E-04  4.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   181.810   .030  2.12E-03  2.20E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   288.790   .050  1.56E-03  1.30E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   361.810   .050  3.20E-03  3.00E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76    98.700   .080  1.80E-04  3.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   280.444   .023  1.36E-02  7.03E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   321.590   .040  1.40E-02  7.03E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   387.480   .030  1.38E-02  7.03E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   460.490   .030  4.32E-02  2.21E-03    30.11 H  1.08E+05  3.60E+01 B-
193OS 76    96.820   .030  1.08E-03  9.01E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   377.310   .070  7.80E-04  9.01E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   418.350   .080  6.00E-04  6.01E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   484.250   .050  1.86E-03  1.30E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   557.360   .080  1.43E-02  1.30E-03    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   197.400   .200  5.20E-05  1.70E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   201.500   .300  3.00E-05  1.70E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   379.040   .150  1.50E-04  4.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   420.300   .050  1.82E-03  1.30E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   486.110   .150  1.30E-04  6.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   559.260   .080  5.30E-03  5.01E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   298.830   .050  2.03E-03  1.70E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   418.000   .000  7.80E-05  1.70E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   524.980   .080  1.73E-04  1.70E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   598.100   .300  7.00E-06  4.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   136.000   .000  4.80E-06  1.30E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   234.580   .060  5.60E-04  7.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   333.300   .300  3.00E-05  1.70E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   337.700   .500  1.30E-05  9.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   514.950   .100  1.21E-04  2.20E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   556.000   .000  3.50E-05  9.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   695.120   .100  3.10E-05  6.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   154.740   .030  3.30E-04  5.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   251.620   .040  2.38E-03  1.70E-04    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   350.200   .200  8.00E-05  3.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   532.020   .050  9.10E-04  7.01E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   573.330   .100  2.12E-04  2.20E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   639.090   .100  8.20E-05  1.30E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   712.100   .100  1.70E-04  3.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   142.130   .008  8.20E-04  9.01E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   378.000   .000  1.80E-05  4.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   440.950   .050  1.00E-03  7.01E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   560.000   .000  3.00E-05  9.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   668.300   .300  8.00E-06  4.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   290.000   .000  5.20E-06  2.33E-08    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   709.930   .150  2.20E-05  6.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   775.900   .300  4.30E-06  2.20E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   848.850   .150  4.80E-05  9.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   317.000   .000  1.10E-05  3.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   413.800   .200  5.20E-05  1.70E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   512.300   .300  1.70E-05  9.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   516.300   .400  2.60E-05  1.30E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   735.300   .300  1.20E-05  3.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   800.900   .300  3.50E-06  1.70E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   874.360   .150  2.10E-04  3.00E-05    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   784.200   .200  7.30E-06  1.70E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   891.260   .150  3.10E-05  5.00E-06    30.11 H  1.08E+05  3.60E+01 B-
193OS 76   778.480   .150  1.80E-05  4.00E-06    30.11 H  1.08E+05  3.60E+01 B-
192IR 77    56.719   .002  8.50E-02  5.02E-03     1.45 M  8.70E+01  3.00E+00 IT
194IR 77   328.448   .014  9.10E+00  3.01E-01    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   293.541   .014  1.76E+00  6.03E-02    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   621.971   .019  2.33E-01  8.03E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   482.860   .030  3.18E-02  1.30E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   111.400   .400  1.20E-03  4.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   300.741   .014  2.43E-01  1.00E-02    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   594.291   .019  4.36E-02  1.41E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   607.610   .080  2.70E-03  3.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   645.146   .020  8.20E-01  2.21E-02    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   938.690   .030  4.18E-01  1.21E-02    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   202.910   .150  2.10E-03  5.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   621.290   .150  6.70E-03  9.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   810.660   .190  1.70E-03  4.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1104.050   .050  1.82E-02  7.02E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1432.520   .120  8.00E-04  1.60E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   857.120   .190  4.90E-03  6.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1150.750   .050  4.20E-01  1.21E-02    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   244.830   .050  5.40E-03  4.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   589.179   .017  9.80E-02  3.02E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   700.550   .040  1.80E-02  3.00E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   889.980   .040  3.53E-02  1.21E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1183.490   .050  2.14E-01  6.04E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1511.980   .100  1.65E-02  2.00E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   925.260   .060  8.80E-03  6.01E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1218.780   .050  3.93E-02  1.60E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   699.500   .400  1.70E-03  9.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1000.120   .040  3.25E-02  1.20E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1293.670   .060  3.21E-02  2.00E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1622.200   .080  4.48E-02  2.00E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   859.450   .180  1.20E-03  6.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1048.640   .050  1.82E-02  8.02E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1342.160   .060  2.65E-02  1.00E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1670.720   .100  4.00E-03  3.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1156.600   .300  1.30E-03  3.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1450.230   .110  1.14E-03  1.40E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   364.867   .015  2.87E-02  9.04E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77   530.170   .030  1.11E-02  5.01E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1175.380   .050  4.22E-02  1.61E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1468.910   .070  1.34E-01  5.02E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1797.480   .090  1.23E-02  6.01E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1565.150   .080  1.45E-02  6.02E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1595.770   .100  1.13E-03  1.10E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1924.420   .140  1.28E-03  1.50E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1308.150   .120  9.10E-04  1.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1601.900   .120  1.36E-03  1.40E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1421.500   .300  4.40E-04  1.40E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1715.280   .110  9.10E-04  8.01E-05    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  2043.720   .110  4.90E-03  3.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1431.400   .300  1.60E-03  5.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1724.540   .150  5.30E-04  7.00E-05    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1441.780   .140  1.04E-03  1.60E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1735.370   .120  1.74E-03  1.60E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1463.500   .150  4.10E-03  8.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1757.270   .190  2.90E-04  6.00E-05    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1186.400   .400  5.90E-03  1.10E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1487.050   .080  1.19E-02  6.01E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1780.690   .110  3.70E-03  3.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1492.180   .130  1.01E-03  1.50E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1785.690   .110  2.81E-03  2.00E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  2114.200   .140  1.82E-03  1.60E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1512.150   .210  9.20E-03  1.30E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1805.750   .090  2.27E-02  1.20E-03    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1518.760   .140  1.16E-03  1.60E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1812.590   .250  3.10E-04  9.00E-05    19.28 H  6.94E+04  4.68E+02 B-
194IR 77  1829.590   .150  1.34E-03  1.50E-04    19.28 H  6.94E+04  4.68E+02 B-
194IR 77    43.119   .001  5.70E-03  1.80E-03   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77    39.216   .001  4.50E-03  3.00E-04   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77    82.335   .001  1.33E-02  9.01E-04   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77    84.284   .001  1.68E-01  1.80E-02   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77    27.946   .001  7.90E-04  1.50E-04   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77    29.896   .001  6.00E-03  3.01E-04   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77   112.231   .001  3.02E-01  1.50E-02   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77    34.840   .020  8.80E-04  6.01E-05   31.85 MS  3.19E-02  2.40E-04 IT
194IR 77    62.788   .002  1.45E-02  1.80E-03   31.85 MS  3.19E-02  2.40E-04 IT
197PT 78    77.350   .050  3.10E-02  3.00E-03  19.8915 H  7.16E+04  6.84E+00 B-
197PT 78   191.437   .010  6.60E-03  9.99E-06  19.8915 H  7.16E+04  6.84E+00 B-
197PT 78   268.780   .050  4.20E-04  4.00E-05  19.8915 H  7.16E+04  6.84E+00 B-
197PT 78    53.090   .030  1.30E-04  1.20E-05    95.41 M  5.72E+03  1.08E+01 IT
197PT 78   346.500   .200  1.32E-03  1.20E-04    95.41 M  5.72E+03  1.08E+01 IT
199PT 78    77.200   .030  3.90E-03  8.01E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   240.010   .060  4.60E-04  3.02E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   317.030   .040  1.30E-02  5.10E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   246.460   .030  5.90E-03  3.04E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   323.600   .060  8.50E-04  1.50E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   170.600  1.000  6.00E-05  3.00E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   176.200  1.000  7.00E-05  4.00E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   493.750   .030  1.47E-02  4.16E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   219.360   .040  1.02E-03  5.06E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   225.360   .040  4.10E-04  3.02E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   465.760   .050  2.39E-03  1.21E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   542.980   .040  3.90E-02  3.07E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   185.800   .030  8.70E-03  4.06E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   191.690   .030  6.10E-03  3.04E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   240.900  1.000  1.50E-04  1.18E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   417.610   .050  9.90E-04  4.08E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   298.200   .300  1.30E-04  5.00E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   468.090   .050  2.62E-03  1.22E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   474.680   .040  3.01E-03  1.22E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   714.550   .040  4.82E-03  1.26E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   791.740   .040  2.82E-03  1.22E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   505.500   .300  2.20E-04  4.00E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   425.340   .070  3.70E-04  3.01E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   644.630   .070  2.20E-04  1.91E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   649.800  1.500  2.70E-05  1.20E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   891.300   .150  6.60E-05  8.02E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   968.320   .050  2.82E-03  1.22E-04     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   746.400   .200  6.60E-05  1.90E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   752.900   .200  1.12E-04  1.50E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   992.300   .700  3.50E-05  1.50E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   609.800   .600  3.90E-05  1.50E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   780.500   .300  6.20E-05  1.90E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   786.800   .200  6.90E-05  2.30E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78  1104.000   .200  6.90E-05  1.20E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   665.000   .100  1.39E-04  1.90E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   835.500   .100  5.40E-05  8.01E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   842.400   .200  4.60E-05  1.20E-05     30.8 M  1.85E+03  2.40E+01 B-
199PT 78  1159.200   .500  2.30E-05  5.00E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78  1249.400   .300  2.70E-05  5.00E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78   902.000   .600  2.70E-05  8.00E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78  1072.700   .200  5.80E-05  8.01E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78  1077.000  1.400  2.30E-05  8.00E-06     30.8 M  1.85E+03  2.40E+01 B-
199PT 78    32.000  2.000  7.00E-04  4.04E-05     13.6 S  1.36E+01  4.00E-01 IT
199PT 78   391.930   .140  2.12E-02  1.11E-03     13.6 S  1.36E+01  4.00E-01 IT
198AU 79   411.802   .000  9.43E+01  1.50E-01  2.69517 D  2.33E+05  1.81E+01 B-
198AU 79   675.884   .001  7.93E-01  3.00E-03  2.69517 D  2.33E+05  1.81E+01 B-
198AU 79  1087.684   .003  1.57E-01  2.00E-03  2.69517 D  2.33E+05  1.81E+01 B-
197HG 80    77.350   .010  1.54E-05  2.30E-06     23.8 H  8.57E+04  3.60E+02 EC
197HG 80   201.800   .100  4.80E-05  7.01E-06     23.8 H  8.57E+04  3.60E+02 EC
197HG 80   279.000   .100  3.30E-03  2.18E-05     23.8 H  8.57E+04  3.60E+02 EC
197HG 80   130.200   .100  1.46E-04  5.09E-06     23.8 H  8.57E+04  3.60E+02 EC
197HG 80   409.100   .100  4.90E-06  1.60E-06     23.8 H  8.57E+04  3.60E+02 EC
197HG 80   133.980   .050  1.55E-02  4.13E-04     23.8 H  8.57E+04  3.60E+02 IT
197HG 80   164.970   .070  1.20E-05  3.10E-07     23.8 H  8.57E+04  3.60E+02 IT
199HG 80   158.300   .100  9.40E-04  1.87E-05     42.6 M  2.56E+03  1.20E+01 IT
199HG 80   413.400   .200  4.90E-07  4.12E-08     42.6 M  2.56E+03  1.20E+01 IT
199HG 80   374.100   .100  2.47E-04  1.96E-05     42.6 M  2.56E+03  1.20E+01 IT
205HG 80   203.750   .009  6.40E-04  2.63E-05      5.2 M  3.12E+02  6.00E+00 B-
205HG 80   415.600   .300  3.80E-06  5.24E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80   618.600   .700  5.80E-07  1.32E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80   521.300   .000  1.90E-07  6.05E-08      5.2 M  3.12E+02  6.00E+00 B-
205HG 80   937.200   .600  6.00E-07  1.32E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80  1141.100  1.500  2.90E-07  1.31E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80  1014.700   .800  2.00E-07  6.06E-08      5.2 M  3.12E+02  6.00E+00 B-
205HG 80  1218.700   .400  1.80E-06  3.09E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80   720.800   .800  3.30E-07  1.01E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80  1136.800   .600  1.30E-06  3.05E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80  1340.300   .800  1.00E-07  3.00E-07      5.2 M  3.12E+02  6.00E+00 B-
205HG 80  1230.800  1.000  1.50E-07  6.03E-08      5.2 M  3.12E+02  6.00E+00 B-
205HG 80  1433.900   .500  1.30E-06  3.05E-07      5.2 M  3.12E+02  6.00E+00 B-
206TL 81   803.300   .200  3.50E-06  6.00E-07    4.200 M  2.52E+02  1.02E+00 B-
206TL 81   362.000   .000  1.80E-07  2.54E-11    4.200 M  2.52E+02  1.02E+00 B-
207PB 82   569.702   .000  1.40E-03  3.00E-04    0.806 S  8.06E-01  6.00E-03 IT
207PB 82  1063.662   .004  1.30E-03  3.00E-04    0.806 S  8.06E-01  6.00E-03 IT
232TH 90    63.810   .010  1.07E+01  5.00E-01 14.05E+9 Y  4.43E+17  1.89E+15  A
232TH 90   140.880   .010  8.50E-01  1.80E-01 14.05E+9 Y  4.43E+17  1.89E+15  A
140BA 92    29.966   .001  3.81E-02  1.13E-03   12.752 D  1.10E+06  2.59E+02 B-
140BA 92    13.846   .015  3.30E-03  5.01E-04   12.752 D  1.10E+06  2.59E+02 B-
140BA 92    43.800   .000  5.30E-06  3.82E-08   12.752 D  1.10E+06  2.59E+02 B-
140BA 92    63.170   .220  8.00E-08  4.00E-08   12.752 D  1.10E+06  2.59E+02 B-
140BA 92    99.490   .020  5.00E-08  3.00E-08   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   118.837   .003  1.65E-04  2.00E-05   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   132.687   .001  5.48E-04  1.36E-05   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   162.660   .001  1.68E-02  2.34E-04   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   304.849   .003  1.16E-02  1.55E-04   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   423.722   .001  8.53E-03  1.17E-04   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   437.575   .002  5.22E-03  4.81E-05   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   467.500   .000  5.30E-06  3.82E-08   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   113.510   .030  4.40E-05  3.02E-06   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   418.440   .040  9.90E-06  7.04E-07   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   537.261   .009  6.60E-02  3.04E-03   12.752 D  1.10E+06  2.59E+02 B-
140BA 92   551.080   .040  8.40E-06  5.04E-07   12.752 D  1.10E+06  2.59E+02 B-
235U  92    41.960   .150  3.50E-01  6.01E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    54.250   .050  1.70E-01  1.22E-03 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    96.090   .020  5.20E-01  7.01E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   120.350   .050  1.50E-01  1.08E-03 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   143.760   .020  6.30E+01  6.75E-01 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   185.715   .005  3.29E+02  3.82E+00 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   109.160   .020  8.90E+00  3.07E-01 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   163.330   .020  2.92E+01  3.12E-01 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   205.311   .010  2.88E+01  3.65E-01 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   221.380   .020  6.90E-01  6.02E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    31.600   .050  1.00E-01  3.00E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    51.220   .100  2.00E-01  4.00E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    75.020   .050  3.50E-01  6.01E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   140.760   .040  1.27E+00  1.20E-01 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   194.940   .010  3.62E+00  6.54E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   198.900   .020  2.40E-01  4.00E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   240.870   .030  4.30E-01  4.01E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    34.700   .100  2.10E-01  1.51E-03 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    54.100   .100  1.20E-02  8.64E-05 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   233.500   .030  1.70E-01  3.00E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   275.430   .100  4.00E-02  1.20E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    41.400   .300  1.70E-01  1.20E-01 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    72.700   .200  6.30E-01  4.54E-03 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   115.450   .050  1.70E-01  6.00E-02 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92   301.700   .100  2.90E-02  2.09E-04 703.8E+6 Y  2.22E+16  1.58E+13  A
235U  92    76.198   .004  4.60E-02  6.01E-03 703.8E+6 Y  2.22E+16  1.58E+13  A
